x,y,z
65.61283335402818,106.03530827918213,161.2956451857681
120.27020389699304,123.9871069893683,162.368048599218
187.38813154807644,155.33141863193168,160.86444723109898
136.93615856928474,140.61884487835857,147.55057077502113
229.07269111034697,229.79844344517988,231.8173296437317
178.89578838758214,183.51548057982865,192.93378453457234
237.42857850004387,198.6742088615432,194.51434766036743
245.91337589005636,242.4663829551987,230.40420593030007
187.86196459166734,137.97238720730724,128.09386065104948
35.391445972130114,56.82821352773706,46.25136107778262
172.1199367240282,205.75595609031362,205.80897368294615
70.11638070722672,103.47941184640554,88.12637154047609
103.78672248206493,98.95730621348659,92.94276702341928
77.13811477419011,67.27717755511989,66.18983017603726
121.66359026183576,117.76028393836249,107.86385082277826
25.13881504601134,27.60841091319341,30.024097293222447
83.31195362867186,93.17721653751846,93.05840184537968
61.64529806606196,61.02030969628596,59.681119159965064
94.85263234518409,95.72808502120198,88.88521895264319
225.4001816897187,223.74323205811754,207.7084889471854
47.167088376049385,47.65148004752943,49.139347010916566
230.22143757882486,229.40526832001586,212.9099341459837
48.27249097157123,49.10853768640022,50.20326333875314
95.97650242508686,96.88272652995289,89.06136025172411
97.57518462232196,98.21954622088234,89.78174197991162
230.5071733654385,229.72905486805783,213.39335779210057
48.816581806785884,49.670731880785596,50.660378029327056
90.37379930878384,88.52466928852289,84.68454296269921
136.10663942564665,122.31047903849819,108.9764418522308
47.936661971664634,47.1833708562993,48.158894052144014
69.16756410065231,72.47789726991047,76.67498968323713
116.90381305307346,117.72721381852485,117.11129336006367
88.52729050984355,91.89376156822975,95.76860381961764
107.68118899327939,109.69033587639782,113.10617389230397
177.64622253553216,173.0999295030066,167.47354404104925
137.95172618864808,134.86112563700442,133.15938150460838
139.16300389566166,135.8334709518991,134.24453760162487
108.63156031552333,110.32947417756502,113.6134013422245
178.42130343656186,173.717147150714,168.20593585636183
178.9870469423625,174.4175914098702,168.73588935014885
109.04238291239562,110.68244721011291,113.79844613847948
140.3389762862969,136.97386946929953,135.02324807929094
40.39533147621412,46.93715178963576,43.717213114759225
72.77459065157169,95.5268673518845,90.90131705396576
141.85896214862757,166.2808239679893,157.13317369179282
231.61281745765774,231.31944352507335,222.08419937779166
124.58897220520028,123.93633512383363,124.76204982154994
71.57251982610441,66.48039610560554,67.39768892097933
71.77922006225626,66.71314411115236,67.6114803083332
231.73138718415464,231.47557914526746,222.25042295569244
124.45864170657352,123.87841024524765,124.79733529240944
71.84256875669371,66.90710514511926,67.67050622865872
231.8117600106292,231.61570440337132,222.3759145935744
124.19835114614304,123.83706934778812,124.67945991439004
250.21807805200265,250.92654636371606,249.96014240677493
68.38508607548037,80.10615820433013,86.50916539546049
185.78125599744035,196.63345772469964,192.96116856807367
69.26380314904678,80.67752479711181,87.24811854065993
250.29935393195927,250.95950362800158,249.98665918555588
186.55352094576463,197.2482009766104,193.76355692623628
247.72035858016397,248.9684740824312,247.53750976029954
62.43984260774555,71.65056287957414,79.1278753224034
178.4359462029613,189.9737128107597,187.66938368878692
39.87156520066807,42.448156339146436,42.183537471326815
201.14234958759022,196.07635953011072,168.81538758141747
128.71251426996727,120.13453135456156,100.54956107546572
47.24637443145497,47.9984790820413,45.72116503746393
128.9562355951649,121.66520317936022,102.05913540324677
205.70660090552735,201.12197895936353,173.9769799435995
211.0566873499591,207.4004076271724,180.5410842882489
51.081197414033966,51.196346412915474,47.58364189423045
130.48798470780753,124.03213749317415,103.64437124522195
105.86682848179159,95.99023870641344,85.5265918126188
159.39252672405917,144.92564563428772,120.99180777598704
48.3018008334327,48.528360232836825,47.6859207567264
32.831122630061984,37.93748400783437,35.53212054180136
98.48896886631672,134.16631745015394,130.69975595928176
55.72649375841786,75.97844577951717,71.76323152819243
106.13567318823813,96.1443880133372,85.77114566789405
48.46471053413617,48.654930969710946,47.777019012169276
159.92734119625953,145.17502341674526,121.2230994207903
48.426997857958256,48.627970011537045,47.74974460371625
106.15522292808815,96.22857888782197,85.78324485829633
159.99976858547456,145.46768874746257,121.25204898274667
21.94757285178688,30.552520518017253,36.32598668546626
165.2184736506428,142.01056191612108,95.5886674243929
57.79623393653479,61.20644112247593,57.87906635195228
165.2750906725048,141.945070461537,95.53611672526344
21.96911169859901,30.533205040778547,36.307308939059176
57.764768784005355,61.19104280457566,57.99443320368411
62.67942991920431,47.79465047423082,35.65980830029679
78.89058968233206,69.49070752863975,66.7776793936382
140.31300086098292,126.54632757136535,95.64885091727686
78.92133481503237,69.49622006410053,66.79485271617443
140.4359886670618,126.52935362720058,95.70824273572055
62.77834535256335,47.730669070513656,35.61197916666844
92.71996033486927,94.9708041724691,86.48883464597199
136.04082336141568,143.1728714236652,136.58969813363012
66.59002878671672,72.18357771028485,64.34755906820511
48.66298084959604,41.67819913967648,42.18632289164579
139.6035902780152,147.19072511513153,145.51087504622058
92.04581649045409,81.25460629715752,77.07897835025817
48.64086441232053,41.642895622288336,42.31035122270535
92.08324992333993,81.27286349882388,77.14673023183333
139.72203742902127,147.21842556192718,145.62159392534898
87.71405664080527,79.83612417214313,89.97466948394914
49.64102347813838,43.222578377625226,44.20562350625454
173.69642244828282,180.8178363241593,166.77880329179982
49.13145894717226,67.98424167531039,63.338298448170626
152.8487370560397,186.29734830156247,176.56174392721894
82.60393025616114,116.94818785292647,113.32858769490277
89.0028210971989,84.73443701825626,94.99767824980877
172.4166107864671,179.8425375993852,167.14627837916197
54.10050619804495,47.208317754316084,43.48487158101343
64.5985052316937,44.946418305162254,38.297083285422694
190.95802682822185,148.5510601471276,131.3339463435727
85.48760812235379,56.23782788815926,47.255044900217875
69.52457971322542,48.03059484885752,39.844103911410485
191.92083792723696,149.62348401322296,132.28081587652218
90.3417420386377,58.11904007909183,50.42203152878284
105.72221844025692,114.90307428384685,116.78739380241976
210.84035042043422,215.13197433108877,183.11872635658594
59.74601794456063,52.960730374553435,54.09619146847807
60.58396216921629,52.8804321747198,53.07837810644948
209.74653366736027,214.24448732512684,182.95714352407163
105.158901480294,114.46918465543246,117.64805563589834
104.60019473564705,114.3452143714895,117.72796728440919
209.10833867545415,213.8643095484818,183.28494172956152
60.275438381723475,53.011919698874614,53.47540318880847
213.97487451880545,178.06412942839276,143.08944008575963
160.77874121693222,118.12657980381547,97.1136308750269
98.78985888054962,68.23237929221037,57.347780668805356
104.32833001375771,92.79472016317132,74.65775514534272
227.44162186161208,215.52259984546293,183.78161429815253
57.28086646766027,42.276107241253115,40.00964824989427
104.60003280619681,93.96603067379412,76.27659352376004
227.83087698037485,216.41097428405666,185.5314989396303
57.91696381446819,43.136728756632934,42.254682491656936
57.84889183018429,42.94995069034257,41.93537189867578
226.48838700225267,215.20007693154065,183.8693079825485
104.21403731790265,93.72381975189651,75.77108812227152
50.52231256447176,74.30476090114857,69.49919579372099
79.98121448562604,117.18270290899639,115.28263788765516
146.86986473998383,182.87028480214948,174.6297151978515
141.94420190040367,141.11934723227603,120.56019891205251
75.92079106114718,60.82212092130558,48.48208116259469
96.13242014953398,99.01424592222418,89.38300177834888
98.88702323488933,100.9613298965294,90.99115469257075
75.45236592174643,60.83822931134358,48.72366482893142
160.8253762324835,155.0568500259473,131.84870264660069
96.19769350131732,98.99639849043132,89.38666419754433
75.97176773416625,60.890630776174945,48.458610019586146
141.85227722772248,141.12605707629433,120.42122306348264
96.24807356904803,99.24963374028782,89.31419058189802
75.64334854431677,60.72791516983562,48.2215972925441
143.8930964304483,142.5208433376747,121.6211154558597
100.48648442155758,101.91670614122148,90.74418960011039
76.06153124231156,61.029190284311305,48.877667458679355
157.40192898070217,155.21411437165762,134.86328100723676
